nctId,type,statement
NCT00500331,Exclusion,Diabetic Medication Has taken insulin or any oral or injectable anti-diabetic medication ≥4 weeks at any time prior to screening. Has taken insulin or any oral or injectable anti-diabetic medication within 3 months of screening.
NCT00570739,Inclusion,"Previous diagnosis of: T2DM or prediabetes, to be enrolled in the respective cohorts, or CHD, CVD, and/or primary hypercholesterolemia + BMI greater than or equal to 25 mg/kg2 to be screened for T2DM or pre-diabetes."
NCT06258148,Exclusion,"3. Received any of the following medications: Prior discontinuation of DPP-4 inhibitors or GLP-1 receptor agonists for efficacy, tolerability, and safety reasons; Systemic glucocorticoid and growth hormone have been used within 8 weeks before screening;"
NCT06258148,Exclusion,ii. Laboratory tests show any of the following abnormalities: FPG≥13.9 mmol/L; ALT or AST≥2.5×ULN; Total bilirubin (TBiL) ≥2.0×ULN; Triglyceride >5.7 mmol/L; eGFR<45 mL/(min*1.73 m^2); Serum amylase and/or lipase ≥3×ULN; Hemoglobin <100 g/L; Calcitonin≥50 ng/L(pg/mL);
NCT03202563,Exclusion,Patients with a history of hypersensitivity reactions to the drugs below Gemigliptin or drugs belonging to dipeptidyl-peptidase4(DPP4) inhibitors Dapagliflozin or drugs belonging to Sodium/glucose co transport-2(SGLT-2) inhibitor Metformin or drugs belonging to biguanides
NCT00196989,Exclusion,History of cancer except for the following: Basal cell carcinoma or superficial squamous cell carcinoma treated by local excision. Cervical cancer in situ treated definitively more than 6 months prior to screening.
NCT00320060,Inclusion,Patients with diagnosis of diabetic nephropathy as defined by Serum Creatinine <=2.0 mg/dL at weeks -2 and -1 Urinary albumin excretion >=300 mg/24 hours at week -2 Diagnosis of diabetic retinopathy
NCT00870194,Inclusion,"Patients have been treated with a stable dose of the following for at least 3 months prior to screening: 100 mg/day sitagliptin and ≥1500 mg/day metformin, or maximum tolerated dose (extended release or immediate-release)."
NCT02175121,Inclusion,HbA1c value at the screening visit meeting once of the following criteria: Currently taking acceptable oral antiglycemic drug therapy within 6.5 to 9.5% Not currently taking any oral antiglycemic drug therapy within 7 to 10.5%
NCT00153023,Inclusion,"Hypertension at screening defined as: an average cuff systolic blood pressure > 130 mmHg and/or diastolic blood pressure >80 mmHg in untreated patients OR patients receiving antihypertensive therapy (i.e., medications specifically prescribed to treat hypertension)"
NCT01499095,Inclusion,Substudy inclusion criteria: Completion of the 6-month study period in main study (Visit 10) Randomized and treated with insulin glargine new formulation during the 6- month treatment period (Baseline - Month 6)
NCT00495469,Exclusion,"Diabetic Medication Has taken insulin, or any oral or injectable anti-diabetic medication within 3 months of screening Has taken insulin or any oral or injectable anti-diabetic medication ≥4 weeks at any time in the past"
NCT02426541,Inclusion,"Female subjects must be of non-childbearing potential, meeting at least one of the following criteria: Hysterectomized females Postmenopausal women, defined as women who have not had a menstrual period within 1 year"
NCT02716519,Exclusion,"Treatment of target ulcer with bioactive therapies within 1 month of screening: Platelet-derived growth factor (e.g., Regranex) Cellular or Tissue-based Products (e.g., Apligraf, Dermagraft, Integra, Oasis, etc.) Amniotic membrane products (e.g., EpiFix, Grafix, etc.)"
NCT02183324,Inclusion,Glycosylated haemoglobin A1 (HbA1c) <= 8.5% at screening for patients treated with diet and/or exercise and/or one oral hypoglycaemic agent or <= 8.0% at screening for patients treated with two oral hypoglycaemic agents
NCT00885118,Inclusion,Hemoglobin A1c (HbA1c) at screening (Visit 1) For patients treated with 1 other oral antidiabetic drug: HbA1c between 6.5% and 9.0%. For patients not treated with any antidiabetic drug: HbA1c between 7.0% and 10.0%.
NCT05881213,Inclusion,"If women, those who met any one of the following criteria. Menopause (no natural menstruation for at least 2 years) Surgical infertility (hysterectomy or bilateral oophorectomy, tubal ligation, or infertility by other methods)"
NCT05689099,Exclusion,"Abuse or intake of drugs, defined as any of the below: Known or suspected drug or chemical substance abuse within 1 year before screening Positive drug of abuse test at screening"
NCT05238142,Inclusion,Is willing to take one of the following insulins and can financially support the use of insulin preparations as required by the study: Humalog (insulin lispro injection) NovoLog/NovoRapid (insulin aspart injection) Admelog (insulin lispro injection)
NCT05238142,Exclusion,"Has a history of 2 or more episodes of severe hypoglycemia, which resulted in any the following during the 6 months prior to screening: Medical assistance (i.e., Paramedics, Emergency Room [ER] or Hospitalization) Coma Seizures"
NCT05897216,Inclusion,"Those who meet the criteria of anthropometric data Man: Body weight ≥ 50 kg, Body mass index 18 to 30 kg/m2 Woman: Body weight ≥ 45 kg, Body mass index 18 to 30 kg/m2"
NCT02332824,Exclusion,"The participant has any of the cardiovascular diseases listed below: Cardiac diseases: angina pectoris, arrhythmia, and congested heart failure that requires medication Vascular diseases: arteriosclerosis obliterans with symptoms (e.g., intermittent claudication)"
NCT05232708,Exclusion,"Abuse or intake of drugs, defined as any of the below: Known or suspected drug or chemical substance abuse within 1 year before screening Positive drug of abuse test at screening"
NCT05816759,Inclusion,"Those who meet the criteria of anthropometric data Man: Body weight ≥ 50 kg, Body mass index 18 to 30 kg/m2 Woman: Body weight ≥ 45 kg, Body mass index 18 to 30 kg/m2"
NCT06246175,Inclusion,"Renal function, assessed by estimated glomerular filtration rate at screening (eGFR): Normal renal function: 90-129 mL/min (inclusive); Mild impairment: 60-89 mL/min (inclusive); Moderate impairment: 30-59 mL/min (inclusive); Severe impairment: 15-29 mL/min (inclusive);"
NCT01524770,Inclusion,The method may be one of the following: condom with spermicidal agent male participant sterilization true abstinence (which is in line with the participant's usual lifestyle choice; withdrawal or calendar methods are not considered acceptable)
NCT01726621,Inclusion,"Must have one of the following clinical diagnosis: Type 1 diabetes, for a minimum of 6 months prior to enrollment Insulin requiring type 2 diabetes, for a minimum of 6 months prior to enrollment"
NCT04221399,Exclusion,"Clinical laboratory test values are outside the accepted normal range at screening AST (SGOT), ALT (SGPT) > 2 x the upper limit of normal Repeatedly confirmed QTc interval > 450 ms"
NCT05054842,Exclusion,"General situation: 1) Known or suspected allergy to DPP4i drugs or investigational drug excipients; 2) Pregnant or lactating women, fertile men or women were unwilling to use contraception during the study period;"
NCT00625859,Exclusion,
NCT04150107,Inclusion,T1D subjects must have: A documented history of type 1 diabetes for at least 6 months Should be on an MDI regimen C peptide levels of ˂ 0.7 ng/mL HbA1C ≥ 6.5% to ≤10%
NCT06144788,Exclusion,Screening when the inspection meets the following criteria AST or ALT more than 3 times the normal upper limit Total bilirubin exceeds twice the normal upper limit eGFR < 60 mL/min/1.73㎡
NCT06606093,Exclusion,Individuals with severe liver dysfunction at the Screening Visit (Visit 1) as follows: AST or ALT &gt; 3 times the upper limit of normal Total bilirubin &gt; 2 times the upper limit of normal
NCT02152371,Inclusion,"Are females of childbearing potential who must: Test negative for pregnancy at screening, based on a serum pregnancy test Agree to use a reliable method of birth control Not be breastfeeding"
NCT00385697,Inclusion,"One positive result on testing for any of the following antibodies: islet-cell autoantibodies (ICA512/IA-2), glutamic acid decarboxylase autoantibodies, or insulin autoantibodies (if present during first 2 weeks, but not beyond 2 weeks, of insulin treatment)"
NCT00385697,Inclusion,Subject must be in one of the following age groups: Age 18-35 years Age 12-17 years pending approval by Data Monitoring Committee Age 8-11 years pending approval by Data Monitoring Committee
NCT05363761,Exclusion,Currently taking the following medications within 90 days prior to screening and/or there is a need or anticipated need for these medications during the study: Systemic Corticosteroids Anticonvulsants Centrally acting sympatholytics
NCT04285983,Inclusion,"Ccr (mL/min): < 30 In patients with end-stage renal disease, this product may be administered irrespective of the time of hemodialysis. Estimated values corresponding to the Ccr (for persons aged 60 years weighing 65 kg)"
NCT02079805,Exclusion,"Receiving or requiring any of the following at the time of informed consent: Insulin, glucagon-like peptide-1 (GLP-1) receptor agonists, or other parenteral hypoglycemic agents Combination therapy with 3 or more oral hypoglycemic agents"
NCT00770445,Inclusion,Treatment with the following insulins with or without Oral Antidiabetic Therapy since 3 months: Long acting basal insulin analogs NPH insulin Combination insulin with 1-2 daily doses except intensified insulin therapies.
NCT00527735,Exclusion,"Prior systemic therapy for lung cancer.
Prior radiation therapy or locoregional surgeries performed later than at least 3 weeks prior to randomization date were allowed. Grade 2 peripheral neuropathy (motor or sensory)"
NCT04541706,Inclusion,"Adequate hematologic and renal function as defined as: Absolute neutrophil count (ANC) ≥1,000/mm3; Platelets ≥50,000/mm3; Hemoglobin ≥8 g/dL; Estimated creatinine clearance ≥30 mL/min as calculated using the method standard for the institution."
NCT04541706,Inclusion,"Adequate liver function, including: Total serum bilirubin ≤1.5 × upper limit of normal (ULN); Aspartate aminotransferase (AST) and alanine aminotransferase (ALT) ≤2.5 × ULN (≤5.0 × ULN in case of liver metastases)."
NCT04541706,Inclusion,"Adequate pancreatic function, including: Serum total amylase ≤1.5 × ULN.* Serum lipase <1.5 × ULN.
*if total amylase >1.5 × ULN, but pancreatic amylase is within the ULN, the participant may be enrolled."
NCT02451930,Inclusion,The participant has Stage IV NSCLC. Part A: NSCLC Stage IV (any type) Part B: NSCLC Stage IV (squamous and nonsquamous) Part C: NSCLC Stage IV in Japanese participants (squamous and nonsquamous)
NCT03023423,Exclusion,"Received any of the following prescribed medications or therapies in the past: Anti-cluster of differentiation(CD)38 therapy, including daratumumab CD137 agonists, immune checkpoint inhibitors including but not limited to CTLA-4, anti-PD-1, and anti-PD-L1 therapies"
NCT02395172,Exclusion,"All participants with brain metastases, except those meeting the following criteria: Brain metastases have been treated locally, and No ongoing neurological symptoms that are related to the brain localization of the disease"
NCT03743064,Exclusion,"Patient with cachexia caused by other reasons, as determined by the investigator such as: Severe COPD requiring use of home O2, New York Heart Association (NYHA) class III-IV heart failure AIDS Uncontrolled thyroid disease"
NCT04416633,Exclusion,For NSCLC cohort only: Mixed small cell and non-small cell lung cancer histology Any unresolved toxicity CTCAE >Grade 2 from the prior chemoradiation therapy. Patients with ≥Grade 2 pneumonitis from prior chemoradiation therapy
NCT03909971,Inclusion,"Subject should have: (in Cohort 1) Disease progression after crizotinib as the only ALK inhibitor; (in Cohort 2) Disease progression after one ALK inhibitor other than crizotinib, with or without prior crizotinib."
NCT03743051,Exclusion,"Patient with cachexia caused by other reasons, as determined by the investigator such as: Severe COPD requiring use of home O2, New York Heart Association (NYHA) class III-IV heart failure AIDS Uncontrolled thyroid disease"
NCT05380388,Exclusion,Finding on safety laboratory values as defined below: Abnormal ALT [>upper normal range] Abnormal serum creatinine [>upper normal range] Clinically significant abnormalities in corrected calcium and magnesium blood levels Haemoglobin < 11 g/dL
NCT02573857,Inclusion,"Normal vital signs after 5 minutes resting in supine position: 90 mmHg < systolic blood pressure (SBP) <140 mmHg, 50 mmHg < diastolic blood pressure (DBP) <90 mmHg, 40 bpm< heart rate (HR) <100 bpm."
NCT05252845,Exclusion,Administration of immunoglobulins and/or any blood products during the period starting three months before the first dose of study vaccine or planned administration during the study period. subject to the investigator's judgement
NCT02610400,Inclusion,"Index Case Investigation Inclusion Criteria: Malaria infection (either locally transmitted or imported) detected at a health facility via passive surveillance, and Resides in a study Enumeration Area (EA), and Provides informed consent"
NCT02511054,Exclusion,"Psychiatric condition that precludes compliance with the protocol including but not limited to: Psychosis within the past 3 years Ongoing risk for suicide, or history of suicide attempt or gesture within the past 3 years"
NCT02783833,Exclusion,Subject positive for any of the following Anti-human immunodeficiency virus 1 or 2 antibodies (anti-HIV1 or anti-HIV2 Ab) (ELISA) Hepatitis B surface antigen (HBsAg) Anti-hepatitis B core antibodies (anti-HBcAb) Anti-hepatitis C antibodies (anti-HCV)
NCT02123290,Inclusion,"Mono-infection of P. falciparum or P. vivax confirmed by: Fever, or history of fever in the previous 24 hours and, Microscopically confirmed parasite infection: 1,000 to 35,000 asexual parasite count/µL blood"
NCT04280692,Exclusion,"Confirmed parasite positive by PCR a day before challenge i.e. at C-1. Exclusion Criterion on Day of Challenge Acute disease, defined as moderate or severe illness with or without fever (temperature >37.5 degrees Celcius)."
NCT02783820,Exclusion,Subject positive for any of the following Anti-human immunodeficiency virus 1 or 2 antibodies (anti-HIV1 or anti-HIV2 Ab) (ELISA) Hepatitis B surface antigen (HBsAg) Anti-hepatitis B core antibodies (anti-HBcAb) Anti-hepatitis C antibodies (anti-HCV)
NCT03083847,Exclusion,"Psychiatric condition that precludes compliance with the protocol including but not limited to: Psychosis within the past 3 years Ongoing risk for suicide, or history of suicide attempt or gesture within the past 3 years"
NCT02639299,Exclusion,"Psychiatric condition that precludes compliance with the protocol including but not limited to: Psychosis within the past 3 years Ongoing risk for suicide, or history of suicide attempt or gesture within the past 3 years"
NCT05287893,Inclusion,"Vital signs at screening (measured after 5 min in the supine position): Systolic blood pressure (SBP) - 90-140 mmHg, Diastolic blood pressure (DBP) - 40-90 mmHg, Heart rate (HR) 40-100 bpm."
